temperature,humidity,pressure,wind_speed,rainfall,weather
23.7,65.6,1003.8,8.2,0.0,Sunny
17.8,43.5,1005.8,29.2,0.0,Sunny
35.2,53.2,1013.6,13.7,0.0,Sunny
38.7,76.7,1007.5,13.2,6.3,Cloudy
16.8,73.6,1015.4,2.4,0.0,Cloudy
38.9,68.5,1013.6,34.6,3.7,Cloudy
28.1,78.0,995.5,22.2,14.3,Rainy
22.5,75.2,1010.8,16.0,6.7,Cloudy
16.9,90.5,1005.9,5.2,5.8,Cloudy
27.5,71.9,1006.4,25.1,3.4,Cloudy
34.9,84.1,1015.5,11.3,0.0,Cloudy
32.7,50.7,1008.7,34.6,0.0,Sunny
16.3,77.7,1017.1,33.4,0.0,Cloudy
16.8,91.8,1012.8,26.3,7.7,Cloudy
25.1,59.3,1008.8,34.0,0.0,Sunny
22.4,84.1,1013.9,5.5,0.0,Cloudy
20.8,80.7,996.0,11.2,13.1,Rainy
22.0,38.8,995.7,10.4,0.0,Sunny
35.1,71.6,997.1,4.4,0.0,Cloudy
38.2,43.2,1005.9,34.1,0.0,Sunny
25.1,95.9,1000.9,4.0,4.3,Cloudy
37.7,86.1,1019.6,30.3,1.1,Cloudy
23.0,41.9,1008.6,27.3,0.0,Sunny
26.9,42.7,1011.6,14.4,0.0,Sunny
20.7,72.5,1002.0,2.6,1.2,Cloudy
31.0,56.7,1003.0,2.2,2.3,Cloudy
39.5,37.2,1003.4,8.7,0.0,Sunny
30.1,69.1,1012.5,18.3,0.0,Sunny
23.9,59.4,1006.8,17.1,0.0,Sunny
31.2,41.4,1007.9,21.3,0.0,Sunny
18.1,85.5,1009.8,27.5,5.2,Cloudy
37.2,92.6,1014.2,14.5,6.0,Cloudy
27.6,82.7,997.3,7.3,18.1,Rainy
26.2,86.8,1014.4,28.4,3.4,Cloudy
29.6,48.6,1009.1,13.0,0.0,Sunny
30.6,51.6,1011.7,11.5,0.0,Sunny
16.8,48.1,1003.2,27.2,0.0,Sunny
32.1,83.2,1005.2,32.8,15.9,Rainy
21.0,94.7,1000.8,32.2,20.9,Rainy
32.8,80.2,1019.5,6.5,0.0,Cloudy
35.6,90.5,1007.4,18.6,6.3,Cloudy
35.1,75.2,1019.9,5.1,0.0,Cloudy
28.8,59.4,1007.2,33.7,3.6,Cloudy
28.0,61.8,1000.5,9.1,2.1,Cloudy
18.6,39.7,1007.7,8.5,0.0,Sunny
34.4,37.0,996.0,31.3,0.0,Sunny
21.8,78.8,1017.6,33.9,6.6,Cloudy
27.4,62.6,1015.5,25.0,0.0,Sunny
22.1,69.8,1013.1,6.0,0.0,Sunny
18.3,70.1,1010.2,18.0,0.0,Cloudy
30.7,52.5,1009.5,28.9,0.0,Sunny
16.4,65.0,1019.9,20.9,0.0,Sunny
33.7,64.7,1001.9,6.4,0.0,Sunny
22.9,59.5,1014.5,7.7,0.0,Sunny
15.0,86.7,1009.5,30.5,12.7,Rainy
27.8,63.4,1019.4,19.4,0.0,Sunny
16.2,73.0,1015.7,25.3,0.0,Cloudy
21.9,91.4,1020.0,14.3,8.7,Rainy
32.7,89.6,1009.7,19.6,12.9,Rainy
16.6,91.1,1000.1,34.2,17.1,Rainy
36.0,52.0,1007.6,12.9,0.0,Sunny
15.1,37.2,1012.8,24.3,0.0,Sunny
21.2,51.4,1014.4,7.7,0.0,Sunny
33.5,52.6,995.0,6.0,9.2,Rainy
22.9,92.3,1007.6,27.9,11.2,Rainy
17.5,75.9,1000.9,29.9,6.0,Cloudy
24.0,40.1,1016.9,24.1,0.0,Sunny
21.8,43.5,998.8,7.2,0.0,Sunny
36.1,44.8,1011.7,9.9,0.0,Sunny
22.8,74.7,1001.7,32.1,12.2,Rainy
34.7,81.3,1003.9,11.5,7.6,Cloudy
37.3,89.2,1018.5,29.0,0.0,Cloudy
25.8,94.3,1001.0,11.4,15.6,Rainy
37.7,47.7,997.4,33.0,0.0,Sunny
24.4,54.5,996.7,32.2,3.9,Cloudy
39.1,50.1,1007.6,3.4,0.0,Sunny
17.2,57.6,1011.0,27.4,1.5,Sunny
32.2,92.6,1003.2,7.6,8.5,Rainy
27.3,71.2,1012.3,9.1,0.0,Cloudy
24.7,81.5,996.5,17.2,11.9,Rainy
30.8,65.9,1016.4,21.0,0.0,Sunny
32.6,36.8,1015.4,12.8,0.0,Sunny
15.1,39.0,1019.6,21.0,0.0,Sunny
19.2,68.9,1018.4,7.6,0.0,Sunny
32.8,80.3,1003.9,2.7,0.4,Cloudy
31.7,48.6,1005.0,20.9,0.0,Sunny
39.2,80.5,1013.6,19.1,8.6,Rainy
34.0,86.1,998.4,24.8,17.3,Rainy
38.8,60.9,1002.9,23.4,1.4,Sunny
32.6,82.0,998.0,31.6,20.7,Rainy
22.5,60.5,1006.4,17.2,0.0,Sunny
17.6,77.7,1008.8,2.3,3.4,Cloudy
34.5,83.1,1000.3,22.8,11.0,Rainy
31.1,97.5,995.7,24.3,20.3,Rainy
16.2,56.8,1013.0,19.2,0.0,Sunny
24.0,60.9,995.5,24.7,4.2,Cloudy
38.9,45.4,1019.3,12.7,0.0,Sunny
27.5,47.9,1000.5,6.9,0.0,Sunny
25.8,78.7,1011.6,23.9,3.0,Cloudy
26.4,92.8,1005.9,10.1,10.0,Rainy
20.2,59.9,996.5,17.1,0.6,Sunny
24.2,46.3,1006.8,18.2,0.0,Sunny
24.2,53.0,1007.9,17.7,0.0,Sunny
16.3,63.7,1016.4,21.7,0.0,Sunny
34.2,53.3,1013.3,3.0,0.0,Sunny
25.4,49.7,997.0,34.7,3.3,Cloudy
35.6,81.4,1000.2,25.6,15.6,Rainy
36.3,35.5,1002.8,16.0,0.0,Sunny
20.3,69.0,997.9,8.3,5.3,Cloudy
31.4,85.0,1006.4,4.6,10.4,Rainy
26.8,51.8,1019.6,24.2,0.0,Sunny
37.0,73.0,1007.9,12.5,1.1,Cloudy
20.4,77.1,1013.5,9.6,0.0,Cloudy
31.9,76.3,1012.1,14.5,4.5,Cloudy
30.2,63.1,1016.2,21.6,0.0,Sunny
22.4,56.8,1000.4,24.2,0.0,Sunny
18.4,87.7,1013.8,23.3,12.6,Rainy
31.3,82.8,1017.0,30.5,0.0,Cloudy
33.5,55.2,999.3,9.2,2.3,Cloudy
22.9,41.5,1003.7,23.0,0.0,Sunny
31.1,39.5,1019.3,5.3,0.0,Sunny
24.9,40.9,1014.5,20.1,0.0,Sunny
32.8,71.7,1002.1,21.3,7.5,Cloudy
20.0,38.3,1009.1,9.1,0.0,Sunny
37.3,56.2,1005.1,14.9,0.0,Sunny
22.2,82.5,1007.2,29.3,7.3,Cloudy
24.2,53.5,1003.9,6.9,0.0,Sunny
16.5,83.1,1002.0,16.3,9.0,Rainy
17.8,82.0,1011.9,32.8,8.2,Rainy
27.9,50.5,1014.5,18.6,0.0,Sunny
21.7,80.9,1016.8,25.9,4.3,Cloudy
35.9,82.1,998.9,29.3,8.1,Rainy
15.4,60.0,1015.6,8.7,0.0,Sunny
24.5,48.3,1001.4,9.2,0.0,Sunny
23.4,67.8,1005.7,27.0,1.9,Sunny
15.5,93.0,1017.5,26.9,6.3,Cloudy
18.1,75.3,1006.4,4.0,3.5,Cloudy
25.3,45.9,999.9,12.6,0.0,Sunny
27.3,78.0,999.0,15.2,9.6,Rainy
25.1,61.9,1006.8,29.4,0.0,Sunny
28.3,72.3,1014.1,15.9,0.0,Cloudy
29.9,81.2,1019.9,32.6,0.0,Cloudy
15.2,67.4,1014.7,34.9,0.0,Sunny
26.6,86.3,1016.9,27.8,2.7,Cloudy
39.1,80.5,1013.7,24.0,0.0,Cloudy
28.0,73.7,1017.4,14.9,2.7,Cloudy
31.9,44.5,996.9,4.2,0.0,Sunny
22.8,87.7,1018.2,20.9,3.3,Cloudy
34.3,94.0,1004.9,13.9,10.7,Rainy
34.3,43.6,1018.0,13.6,0.0,Sunny
28.0,65.8,996.9,24.7,9.1,Rainy
39.4,51.3,1012.9,17.3,0.0,Sunny
18.1,82.5,1013.4,26.8,4.1,Cloudy
15.4,80.5,1019.9,15.1,0.1,Cloudy
34.3,43.9,1014.2,7.0,0.0,Sunny
35.2,90.3,1004.6,17.2,7.0,Cloudy
18.0,46.4,1008.9,33.4,0.0,Sunny
21.6,85.2,1004.2,28.5,17.7,Rainy
15.4,63.8,999.9,8.8,6.1,Cloudy
22.3,55.7,1001.2,14.9,1.4,Sunny
34.3,45.0,1000.6,32.6,0.0,Sunny
27.9,45.6,1008.7,6.1,0.0,Sunny
23.7,76.7,1017.7,10.4,0.0,Cloudy
24.3,69.7,1017.8,10.7,0.0,Sunny
15.0,42.7,996.4,20.8,0.0,Sunny
22.5,42.1,997.0,15.6,0.0,Sunny
31.2,39.6,1001.1,4.6,0.0,Sunny
39.4,81.9,1001.4,22.8,14.2,Rainy
36.2,79.8,997.4,5.3,6.0,Cloudy
15.6,38.7,1004.7,22.0,0.0,Sunny
37.5,70.3,1009.7,18.7,0.0,Cloudy
34.6,40.3,1009.5,18.3,0.0,Sunny
34.5,91.9,1008.6,4.2,9.6,Rainy
26.4,92.1,1003.5,23.1,13.8,Rainy
25.0,79.0,1012.7,16.2,1.9,Cloudy
22.6,93.3,1015.7,15.6,5.2,Cloudy
16.6,86.1,1003.7,21.7,9.2,Rainy
20.7,87.2,997.1,22.0,20.8,Rainy
21.2,70.9,1002.4,2.5,1.2,Cloudy
27.1,54.3,998.4,6.1,0.0,Sunny
33.7,48.7,1006.7,9.8,0.0,Sunny
26.8,55.6,998.9,24.4,2.8,Cloudy
16.4,74.6,1006.6,21.0,2.0,Cloudy
38.9,45.9,1000.5,27.0,0.0,Sunny
38.6,51.3,1013.5,26.4,0.0,Sunny
34.6,64.5,995.7,30.2,8.4,Rainy
39.8,49.7,1008.9,14.4,0.0,Sunny
28.6,72.1,999.2,13.4,10.0,Rainy
39.1,93.2,995.0,29.4,22.0,Rainy
16.9,82.1,1016.7,9.8,0.0,Cloudy
24.1,77.0,1011.8,17.2,0.0,Cloudy
20.6,71.7,997.5,8.4,9.3,Rainy
19.9,65.7,1011.6,32.2,0.0,Sunny
18.5,46.8,1010.3,15.5,0.0,Sunny
30.6,91.4,1006.8,9.0,12.0,Rainy
34.5,50.7,1005.5,24.8,1.1,Sunny
29.5,40.8,1017.2,10.1,0.0,Sunny
18.7,82.3,1001.1,33.1,17.8,Rainy
35.3,46.1,1005.0,14.1,0.0,Sunny
30.9,58.4,1003.2,23.9,0.0,Sunny
24.7,36.8,1014.3,13.4,0.0,Sunny
31.9,43.6,1017.9,28.6,0.0,Sunny
21.5,45.9,1016.2,31.6,0.0,Sunny
23.6,38.4,1014.9,28.0,0.0,Sunny
37.9,76.4,1019.7,30.0,0.0,Cloudy
22.3,87.7,1012.4,5.4,5.5,Cloudy
26.7,58.5,1013.8,32.5,0.0,Sunny
37.3,90.1,1019.6,22.6,7.8,Cloudy
32.7,48.4,995.2,30.7,0.0,Sunny
16.6,55.5,1010.9,24.6,0.0,Sunny
18.7,44.5,1013.5,8.7,0.0,Sunny
15.2,74.1,1017.9,22.1,0.0,Cloudy
30.8,61.5,1017.1,5.0,0.0,Sunny
26.2,73.6,1016.0,25.0,0.0,Cloudy
18.4,83.0,1018.6,15.5,0.0,Cloudy
38.9,69.4,1008.4,7.0,0.0,Sunny
28.2,74.5,995.2,34.3,16.5,Rainy
21.0,93.9,995.3,31.7,20.9,Rainy
27.5,53.8,1008.6,31.5,0.0,Sunny
32.0,57.6,1005.9,28.0,0.0,Sunny
16.9,80.2,1006.3,24.8,5.8,Cloudy
21.9,73.5,1005.0,23.6,1.5,Cloudy
35.2,46.2,1017.9,5.5,0.0,Sunny
26.5,58.7,1004.0,31.7,1.3,Sunny
28.7,64.5,1016.4,31.1,0.0,Sunny
25.8,61.4,1017.6,26.7,0.0,Sunny
16.1,46.2,1007.5,32.6,0.0,Sunny
19.1,93.2,1006.2,20.3,15.4,Rainy
26.1,83.0,1014.0,16.8,5.5,Cloudy
20.2,65.3,1012.7,33.9,3.5,Cloudy
16.2,77.8,1003.2,17.3,3.9,Cloudy
36.1,91.5,997.6,23.2,18.4,Rainy
39.5,43.6,1001.6,14.3,0.0,Sunny
34.8,50.8,998.3,23.0,0.0,Sunny
36.3,69.2,1002.4,25.8,7.8,Cloudy
21.0,85.3,1001.5,22.6,12.9,Rainy
39.0,37.3,1010.9,19.0,0.0,Sunny
19.9,97.0,1018.9,11.9,1.5,Cloudy
38.8,63.7,1012.1,23.2,1.0,Sunny
39.9,57.6,1018.2,32.0,0.0,Sunny
32.8,53.4,1014.6,2.2,0.0,Sunny
39.5,46.0,1013.2,6.4,0.0,Sunny
29.2,84.9,1005.4,6.0,7.5,Cloudy
21.5,95.2,1003.1,32.5,12.6,Rainy
25.9,61.1,1016.2,23.9,0.0,Sunny
29.8,95.0,1017.6,33.4,4.5,Cloudy
16.8,86.9,1006.3,21.2,7.6,Cloudy
30.6,65.3,995.2,17.2,17.7,Rainy
39.5,77.5,1014.8,28.1,0.0,Cloudy
19.8,62.4,1002.1,7.3,0.0,Sunny
34.8,70.2,995.2,14.6,17.5,Rainy
37.7,38.7,1015.1,17.4,0.0,Sunny
38.6,78.9,1007.9,11.8,6.9,Cloudy
39.0,38.3,1012.1,14.3,0.0,Sunny
28.0,86.5,1017.9,4.6,4.2,Cloudy
39.4,87.0,1008.5,8.5,10.0,Rainy
33.9,49.9,1007.6,13.1,0.0,Sunny
19.0,55.4,1002.3,28.3,0.0,Sunny
26.9,65.3,1002.6,8.0,1.0,Sunny
33.0,72.6,1014.9,13.4,3.5,Cloudy
21.2,53.1,1006.2,4.1,0.0,Sunny
31.0,72.3,999.1,20.4,7.0,Cloudy
31.7,53.8,997.4,22.2,0.7,Sunny
19.1,38.5,1006.8,30.6,0.0,Sunny
29.1,35.2,1006.6,29.0,0.0,Sunny
34.3,41.4,1011.3,11.4,0.0,Sunny
27.5,84.9,1006.8,6.5,12.5,Rainy
15.3,95.6,998.6,7.2,22.7,Rainy
15.2,61.9,1007.7,34.0,0.0,Sunny
23.9,67.3,1017.7,24.2,0.0,Sunny
38.2,44.3,999.0,3.4,0.0,Sunny
20.7,69.7,1012.2,6.5,0.0,Sunny
30.9,44.1,1009.8,18.0,0.0,Sunny
20.6,73.5,1013.7,8.9,0.0,Cloudy
23.0,93.8,998.8,28.5,18.0,Rainy
36.2,47.3,1018.5,20.9,0.0,Sunny
33.2,83.2,1010.5,22.2,0.9,Cloudy
17.4,36.5,1016.2,17.3,0.0,Sunny
25.7,58.7,1001.2,10.5,0.7,Sunny
15.7,42.0,1013.5,21.5,0.0,Sunny
27.0,57.2,1014.5,25.7,0.0,Sunny
31.6,45.9,1004.9,14.2,0.0,Sunny
18.0,58.5,1004.6,18.7,0.0,Sunny
22.2,61.3,1011.4,29.7,0.0,Sunny
24.9,53.9,997.3,6.9,0.0,Sunny
38.0,76.4,1013.4,20.0,0.0,Cloudy
39.8,92.9,996.1,13.5,16.1,Rainy
16.1,60.2,999.8,25.2,3.2,Cloudy
34.0,47.1,1011.6,2.6,0.0,Sunny
24.3,52.1,997.5,24.1,0.2,Sunny
24.8,88.8,1019.3,5.4,2.6,Cloudy
33.9,71.0,1016.7,4.1,0.0,Cloudy
38.0,63.7,1010.7,25.9,0.0,Sunny
38.8,44.4,1015.5,23.1,0.0,Sunny
29.4,63.3,1017.2,31.5,0.0,Sunny
23.9,52.5,1001.5,19.1,5.2,Cloudy
34.7,94.4,1016.2,19.5,10.5,Rainy
21.3,90.7,999.9,25.3,10.8,Rainy
29.1,40.3,1005.3,12.7,0.0,Sunny
24.0,67.5,1009.0,3.2,0.0,Sunny
31.4,49.2,1012.8,9.6,0.0,Sunny
21.0,60.9,995.8,9.9,8.0,Rainy
19.8,90.2,1002.3,13.1,14.8,Rainy
38.0,68.2,1010.2,33.1,1.3,Sunny
17.5,56.1,1003.9,28.6,0.0,Sunny
27.6,48.1,1014.4,32.9,0.0,Sunny
20.5,85.4,1011.3,35.0,11.1,Rainy
16.0,74.3,1000.9,16.3,10.0,Rainy
15.9,64.5,998.6,9.5,8.5,Rainy
19.4,48.7,1010.7,20.5,0.0,Sunny
36.7,56.1,1006.3,31.1,2.9,Cloudy
22.1,95.5,999.2,17.4,17.4,Rainy
38.8,67.8,1003.2,18.7,4.7,Cloudy
29.5,60.2,1002.6,6.4,0.0,Sunny
25.9,67.8,997.7,15.9,0.0,Sunny
29.5,84.1,1008.7,14.8,10.1,Rainy
27.9,56.4,1014.1,13.6,0.0,Sunny
34.0,46.3,1009.4,31.3,0.0,Sunny
22.1,71.9,1015.7,4.0,0.0,Cloudy
23.8,76.9,998.2,34.1,5.5,Cloudy
37.4,79.9,1005.9,2.3,0.1,Cloudy
38.7,90.6,1010.2,33.2,11.9,Rainy
37.3,58.4,1011.9,20.1,0.0,Sunny
25.5,39.7,1012.4,25.2,0.0,Sunny
34.5,95.4,1013.2,8.2,3.6,Cloudy
26.9,62.4,1011.3,23.6,0.0,Sunny
27.4,74.3,997.4,31.1,10.9,Rainy
20.1,77.0,1012.4,6.6,0.0,Cloudy
29.8,69.4,1013.1,6.2,0.0,Sunny
19.7,47.9,1019.8,12.0,0.0,Sunny
23.3,82.6,1012.3,7.3,5.5,Cloudy
36.4,85.6,1012.2,5.7,1.6,Cloudy
20.2,69.8,1007.9,24.4,11.9,Rainy
16.8,65.8,1016.7,9.1,0.0,Sunny
16.7,42.2,1019.9,24.0,0.0,Sunny
38.5,40.3,1014.5,30.4,0.0,Sunny
27.7,56.4,1010.3,23.5,0.0,Sunny
25.2,54.6,997.0,5.9,3.7,Cloudy
35.3,95.1,1013.2,20.9,5.7,Cloudy
35.9,84.4,1012.7,15.0,4.0,Cloudy
23.3,76.6,1014.4,13.3,0.0,Cloudy
32.3,67.6,998.1,12.5,3.4,Cloudy
34.3,45.5,1011.3,32.7,0.0,Sunny
31.4,96.6,1002.4,26.5,18.4,Rainy
18.8,58.6,1014.0,6.4,0.0,Sunny
36.9,41.7,1001.0,17.7,0.0,Sunny
28.5,66.1,1012.1,12.5,0.0,Sunny
22.1,90.1,1002.4,34.3,25.6,Rainy
25.6,90.9,995.2,34.3,22.6,Rainy
15.9,35.7,1010.8,12.5,0.0,Sunny
18.2,90.8,997.8,13.6,15.4,Rainy
34.1,52.1,1011.5,21.8,0.0,Sunny
15.0,37.5,1018.1,17.8,0.0,Sunny
25.4,88.4,1019.2,9.0,1.1,Cloudy
28.1,89.4,1000.9,23.8,20.7,Rainy
16.4,72.6,1015.2,13.0,4.6,Cloudy
39.3,71.2,1003.8,23.6,11.1,Rainy
20.7,86.2,1017.5,14.7,0.0,Cloudy
22.6,84.5,1014.7,25.1,2.0,Cloudy
22.6,91.1,996.8,24.0,20.5,Rainy
20.8,69.8,1005.2,18.8,1.3,Sunny
15.0,96.0,1003.4,25.3,16.7,Rainy
33.2,97.8,1014.6,17.2,0.1,Cloudy
39.2,42.3,1005.3,5.8,0.0,Sunny
20.6,88.5,1012.1,8.0,0.0,Cloudy
31.6,66.5,1010.1,10.1,0.0,Sunny
33.5,59.4,1019.4,4.1,0.0,Sunny
36.2,73.6,1018.4,25.5,0.0,Cloudy
25.6,38.5,1005.7,14.1,0.0,Sunny
22.6,66.9,1013.1,5.1,0.0,Sunny
23.1,89.9,1015.7,29.1,10.7,Rainy
32.8,48.4,1017.5,24.6,0.0,Sunny
35.4,61.9,996.7,16.9,6.7,Cloudy
19.5,94.2,1002.6,10.2,9.5,Rainy
24.3,62.0,1003.0,7.0,0.0,Sunny
37.5,57.6,1005.9,17.1,0.0,Sunny
35.2,62.8,999.2,31.2,2.6,Cloudy
39.6,67.7,1007.4,8.2,0.0,Sunny
33.9,74.8,1011.6,20.8,0.0,Cloudy
24.8,85.4,1007.4,33.7,12.4,Rainy
29.8,63.5,1011.6,23.0,0.0,Sunny
31.5,86.5,996.7,16.5,15.0,Rainy
17.0,68.6,1016.9,25.6,0.0,Sunny
28.6,56.3,1018.5,29.2,0.0,Sunny
32.7,76.5,1010.4,21.5,1.4,Cloudy
19.2,80.2,1017.0,30.8,0.0,Cloudy
34.5,70.2,998.3,19.0,13.2,Rainy
29.6,38.6,1014.9,29.4,0.0,Sunny
38.8,45.7,998.0,33.4,1.8,Sunny
16.1,53.0,1005.2,18.5,0.0,Sunny
21.6,52.8,1003.1,22.0,0.9,Sunny
30.0,77.4,1009.6,22.1,7.8,Cloudy
22.4,36.2,1002.5,27.8,0.0,Sunny
32.9,82.6,1010.9,29.2,8.0,Rainy
34.0,51.7,1004.2,2.9,0.0,Sunny
17.6,54.5,1016.5,26.2,0.0,Sunny
27.8,68.3,1010.8,27.9,1.1,Sunny
27.7,48.6,1000.4,25.1,0.0,Sunny
24.2,90.7,1003.4,25.6,13.7,Rainy
38.3,40.4,1016.2,3.4,0.0,Sunny
35.7,63.0,1004.7,16.6,0.0,Sunny
32.4,88.5,1008.4,29.0,11.9,Rainy
32.9,73.8,1011.2,32.8,7.2,Cloudy
26.5,53.4,1003.7,9.6,0.0,Sunny
38.0,61.5,1002.3,21.1,0.0,Sunny
32.4,79.5,1006.9,28.5,2.5,Cloudy
33.2,96.3,1000.4,26.8,21.0,Rainy
36.5,91.3,1002.1,22.4,10.2,Rainy
21.9,56.6,996.6,2.6,0.0,Sunny
35.2,97.9,1002.6,25.9,23.9,Rainy
19.9,35.2,1003.0,27.5,0.0,Sunny
23.6,36.7,1019.0,25.9,0.0,Sunny
23.4,86.9,1009.7,27.3,9.2,Rainy
39.5,47.6,1014.7,16.2,0.0,Sunny
36.4,38.8,996.1,34.8,0.0,Sunny
32.5,49.9,997.7,27.4,7.0,Cloudy
33.2,61.8,1015.4,21.1,0.0,Sunny
29.1,81.0,1010.6,32.8,14.4,Rainy
38.7,74.3,999.8,32.0,12.5,Rainy
27.4,50.0,1005.1,28.9,0.0,Sunny
24.5,66.7,1008.5,20.6,8.6,Rainy
19.1,93.4,1016.1,19.4,5.5,Cloudy
34.7,86.3,996.5,12.8,11.3,Rainy
33.4,55.4,1009.9,10.3,1.1,Sunny
24.6,96.9,1012.9,18.9,6.8,Cloudy
15.6,79.6,1019.4,21.1,0.0,Cloudy
36.0,38.9,1015.2,10.1,0.0,Sunny
15.3,37.2,1001.9,32.4,0.0,Sunny
32.6,45.6,1012.7,20.4,0.0,Sunny
39.3,80.9,1014.1,19.4,0.0,Cloudy
25.9,46.6,1013.2,16.4,0.0,Sunny
20.9,67.2,1015.5,3.9,0.0,Sunny
32.6,40.9,1017.6,31.1,0.0,Sunny
35.4,93.0,997.5,12.5,24.6,Rainy
28.7,56.7,997.6,23.2,3.8,Cloudy
39.2,92.2,1014.9,22.0,8.5,Rainy
16.3,94.5,1001.3,21.3,16.9,Rainy
27.6,35.4,996.5,19.3,0.0,Sunny
33.0,64.2,1005.0,8.0,5.4,Cloudy
36.6,36.6,1015.5,11.3,0.0,Sunny
19.5,92.2,998.2,19.3,22.3,Rainy
35.0,67.7,1011.8,28.0,4.9,Cloudy
28.8,39.7,995.1,16.3,0.0,Sunny
24.9,41.9,997.7,8.7,0.0,Sunny
18.3,59.2,1003.8,4.9,0.0,Sunny
36.6,94.2,997.1,23.9,29.8,Rainy
18.9,78.7,1016.1,16.0,0.0,Cloudy
22.7,89.7,1016.6,6.1,8.0,Rainy
22.3,58.1,1013.9,24.3,0.0,Sunny
36.8,37.7,1001.1,8.9,0.0,Sunny
31.8,96.4,1008.1,18.8,11.6,Rainy
34.9,36.1,999.6,12.1,0.0,Sunny
21.3,94.7,1002.0,32.7,18.4,Rainy
30.6,58.2,1007.9,9.5,0.0,Sunny
29.3,35.6,1013.4,15.9,0.0,Sunny
35.8,78.4,997.4,33.7,17.0,Rainy
37.7,96.8,1002.4,12.5,19.2,Rainy
15.3,95.8,1018.2,23.3,9.3,Rainy
31.9,45.1,1005.7,12.5,0.0,Sunny
16.3,46.4,1018.5,5.7,0.0,Sunny
28.7,70.6,1019.8,22.7,0.0,Cloudy
22.2,75.2,1008.2,32.2,13.0,Rainy
22.7,81.6,1002.2,16.9,5.4,Cloudy
23.8,46.4,1014.8,22.7,0.0,Sunny
30.5,95.4,999.0,22.1,17.8,Rainy
23.4,75.2,1001.3,15.7,4.9,Cloudy
33.3,88.4,1014.6,22.3,0.0,Cloudy
25.1,69.0,1005.8,10.6,0.0,Sunny
16.7,61.1,1000.0,14.5,0.0,Sunny
34.6,96.6,1011.3,16.6,14.7,Rainy
22.1,71.7,1013.3,30.5,0.0,Cloudy
25.8,89.6,998.1,13.5,19.3,Rainy
32.1,95.1,1001.9,23.0,14.9,Rainy
23.3,77.5,1000.5,9.0,7.8,Cloudy
16.4,69.6,1004.5,10.3,8.5,Rainy
24.3,35.2,1014.1,23.4,0.0,Sunny
38.6,37.5,1012.8,27.2,0.0,Sunny
31.0,47.7,1011.6,17.2,0.0,Sunny
31.8,46.7,995.2,13.1,0.7,Sunny
30.8,51.0,998.6,32.0,2.5,Cloudy
20.0,54.2,1000.6,6.5,0.0,Sunny
25.5,57.7,1001.8,25.8,0.0,Sunny
33.8,61.5,998.7,24.8,9.1,Rainy
17.5,41.2,1005.3,24.8,0.0,Sunny
21.9,37.7,996.9,32.9,2.3,Cloudy
21.9,77.5,1013.8,26.0,0.3,Cloudy
25.8,68.9,1014.7,12.0,0.0,Sunny
39.5,63.0,1009.4,13.7,0.0,Sunny
16.7,75.0,997.2,14.9,6.7,Cloudy
28.0,87.1,1017.3,3.0,0.0,Cloudy
19.5,61.9,1019.1,32.1,0.0,Sunny
39.3,75.4,1000.1,4.4,4.3,Cloudy
17.8,95.1,1012.6,25.1,8.8,Rainy
25.1,87.9,1016.0,26.1,4.3,Cloudy
33.4,61.8,1008.5,29.8,1.7,Sunny
32.6,75.6,1003.1,20.3,6.2,Cloudy
25.6,46.2,1007.0,25.9,0.0,Sunny
23.7,70.3,1007.8,12.0,0.3,Cloudy
24.9,96.8,1005.0,26.6,18.5,Rainy
21.6,67.7,1018.2,13.3,0.0,Sunny
20.1,93.4,1013.6,31.8,7.0,Cloudy
27.1,60.7,1001.0,7.4,0.0,Sunny
21.7,97.9,1009.6,12.4,12.3,Rainy
22.2,71.5,1012.2,18.5,3.8,Cloudy
31.4,37.7,998.5,27.6,0.0,Sunny
39.2,72.0,1004.0,26.7,3.1,Cloudy
30.1,52.3,1017.6,9.0,0.0,Sunny
16.9,37.0,1009.2,6.8,0.0,Sunny
16.9,86.7,1000.4,12.0,10.2,Rainy
38.8,52.4,998.1,18.0,0.0,Sunny
22.4,85.2,1008.0,19.8,7.0,Cloudy
17.3,53.2,1008.7,16.2,0.0,Sunny
30.0,47.2,1003.4,23.9,0.0,Sunny
30.6,96.4,1010.8,16.1,7.0,Cloudy
31.2,57.8,996.7,33.2,1.8,Sunny
21.7,72.9,998.6,10.6,2.1,Cloudy
15.4,73.4,1008.7,22.7,0.0,Cloudy
39.1,70.3,996.5,22.2,8.9,Rainy
21.3,92.6,1017.0,11.3,0.0,Cloudy
31.9,77.5,998.6,15.6,9.9,Rainy
32.7,60.4,1011.8,14.1,0.0,Sunny
30.3,89.3,1004.8,7.7,6.6,Cloudy
22.8,46.4,1005.0,17.8,0.0,Sunny
21.8,69.3,1014.1,14.8,0.0,Sunny
29.9,94.9,1007.5,7.9,9.1,Rainy
36.7,74.4,1013.1,16.8,4.3,Cloudy
38.7,86.5,1007.6,15.9,4.6,Cloudy
17.6,76.2,1009.8,6.3,6.9,Cloudy
18.9,87.9,1014.0,6.3,1.6,Cloudy
38.6,94.5,1010.2,23.4,6.7,Cloudy
33.4,52.2,1010.4,25.3,0.0,Sunny
37.1,45.7,1014.7,33.1,0.0,Sunny
20.1,65.5,1018.7,4.9,0.0,Sunny
29.7,79.2,1004.4,5.9,8.9,Rainy
